pelvis_x,pelvis_y,pelvis_z,spine_x,spine_y,spine_z,spine.001_x,spine.001_y,spine.001_z,neck_x,neck_y,neck_z,face_x,face_y,face_z,face_EndSite_x,face_EndSite_y,face_EndSite_z,shoulder.L_x,shoulder.L_y,shoulder.L_z,upper_arm.L_x,upper_arm.L_y,upper_arm.L_z,forearm.L_x,forearm.L_y,forearm.L_z,forearm.L_EndSite_x,forearm.L_EndSite_y,forearm.L_EndSite_z,shoulder.R_x,shoulder.R_y,shoulder.R_z,upper_arm.R_x,upper_arm.R_y,upper_arm.R_z,forearm.R_x,forearm.R_y,forearm.R_z,forearm.R_EndSite_x,forearm.R_EndSite_y,forearm.R_EndSite_z,pelvis.L_x,pelvis.L_y,pelvis.L_z,pelvis.L_EndSite_x,pelvis.L_EndSite_y,pelvis.L_EndSite_z,pelvis.R_x,pelvis.R_y,pelvis.R_z,pelvis.R_EndSite_x,pelvis.R_EndSite_y,pelvis.R_EndSite_z,thigh.L_x,thigh.L_y,thigh.L_z,shin.L_x,shin.L_y,shin.L_z,foot.L_x,foot.L_y,foot.L_z,foot.L_EndSite_x,foot.L_EndSite_y,foot.L_EndSite_z,thigh.R_x,thigh.R_y,thigh.R_z,shin.R_x,shin.R_y,shin.R_z,foot.R_x,foot.R_y,foot.R_z,foot.R_EndSite_x,foot.R_EndSite_y,foot.R_EndSite_z
0.041264, -0.017597, 0.014489,0.041264, -0.017597, 0.014489,0.060001, 0.257286, -0.014693,0.078738, 0.532169, -0.043874,0.085406, 0.743170, -0.000216,0.081273, 0.724222, 0.033066,0.078738, 0.532169, -0.043874,0.258367, 0.517501, -0.049234,0.292277, 0.221901, -0.027972,0.173183, 0.043508, 0.119895,0.078738, 0.532169, -0.043874,-0.100878, 0.547008, -0.038532,-0.175741, 0.262092, -0.021537,-0.071307, 0.066174, 0.131206,0.041264, -0.017597, 0.014489,0.146976, -0.023298, 0.010714,0.041264, -0.017597, 0.014489,-0.064448, -0.011896, 0.018264,0.147130, -0.017597, 0.010708,0.136455, -0.440909, -0.027090,0.154399, -0.847208, -0.064345,0.221172, -0.916189, 0.120262,-0.064602, -0.017597, 0.018270,-0.106050, -0.437973, -0.003504,-0.165181, -0.857082, -0.058389,-0.228492, -0.930722, 0.135977
0.041706, -0.018486, 0.014184,0.041706, -0.018486, 0.014184,0.060494, 0.256362, -0.015290,0.079282, 0.531211, -0.044764,0.086024, 0.741974, 0.000017,0.081171, 0.723048, 0.033213,0.079282, 0.531211, -0.044764,0.258907, 0.516381, -0.049842,0.293017, 0.220722, -0.029769,0.170842, 0.042116, 0.115301,0.079282, 0.531211, -0.044764,-0.100328, 0.546210, -0.039705,-0.176880, 0.261889, -0.020429,-0.069861, 0.064672, 0.128813,0.041706, -0.018486, 0.014184,0.147380, -0.024994, 0.010670,0.041706, -0.018486, 0.014184,-0.063968, -0.011978, 0.017698,0.147580, -0.018486, 0.010663,0.138076, -0.441655, -0.029002,0.154485, -0.848159, -0.064696,0.221804, -0.918810, 0.119079,-0.064168, -0.018486, 0.017705,-0.104441, -0.438974, -0.004129,-0.163984, -0.858028, -0.058983,-0.228420, -0.932527, 0.134683
0.041989, -0.018826, 0.013919,0.041989, -0.018826, 0.013919,0.060829, 0.256001, -0.015721,0.079670, 0.530828, -0.045360,0.086354, 0.741454, 0.000071,0.080957, 0.722568, 0.033207,0.079670, 0.530828, -0.045360,0.259293, 0.515889, -0.050166,0.293419, 0.220136, -0.031545,0.169199, 0.041434, 0.111657,0.079670, 0.530828, -0.045360,-0.099939, 0.545938, -0.040571,-0.177845, 0.262106, -0.019575,-0.068887, 0.064214, 0.127352,0.041989, -0.018826, 0.013919,0.147637, -0.025833, 0.010569,0.041989, -0.018826, 0.013919,-0.063659, -0.011819, 0.017269,0.147869, -0.018826, 0.010561,0.139045, -0.441885, -0.030421,0.154478, -0.848529, -0.064934,0.222241, -0.920573, 0.118135,-0.063891, -0.018826, 0.017277,-0.103426, -0.439385, -0.004527,-0.162930, -0.858444, -0.059391,-0.228214, -0.933401, 0.133815
0.042099, -0.018680, 0.013739,0.042099, -0.018680, 0.013739,0.061004, 0.256138, -0.015941,0.079908, 0.530956, -0.045620,0.086436, 0.741538, 0.000043,0.080685, 0.722699, 0.033146,0.079908, 0.530956, -0.045620,0.259536, 0.515988, -0.050147,0.293481, 0.220119, -0.033121,0.168307, 0.041425, 0.109259,0.079908, 0.530956, -0.045620,-0.099705, 0.546095, -0.041111,-0.178558, 0.262604, -0.019071,-0.068454, 0.064630, 0.126888,0.042099, -0.018680, 0.013739,0.147738, -0.025850, 0.010464,0.042099, -0.018680, 0.013739,-0.063540, -0.011510, 0.017014,0.147981, -0.018680, 0.010456,0.139336, -0.441673, -0.031239,0.154407, -0.848386, -0.065092,0.222486, -0.921445, 0.117457,-0.063783, -0.018680, 0.017022,-0.103051, -0.439268, -0.004704,-0.162078, -0.858387, -0.059622,-0.227885, -0.933358, 0.133401
0.042149, -0.018500, 0.013674,0.042149, -0.018500, 0.013674,0.061134, 0.256313, -0.016004,0.080118, 0.531126, -0.045681,0.086510, 0.741676, 0.000142,0.080499, 0.722864, 0.033214,0.080118, 0.531126, -0.045681,0.259758, 0.516202, -0.049863,0.293431, 0.220225, -0.034212,0.167863, 0.041600, 0.107907,0.080118, 0.531126, -0.045681,-0.099508, 0.546221, -0.041517,-0.179047, 0.262974, -0.018818,-0.068339, 0.065084, 0.126797,0.042149, -0.018500, 0.013674,0.147790, -0.025684, 0.010473,0.042149, -0.018500, 0.013674,-0.063492, -0.011316, 0.016875,0.148033, -0.018500, 0.010466,0.139375, -0.441453, -0.031628,0.154322, -0.848192, -0.065218,0.222622, -0.921956, 0.116966,-0.063735, -0.018500, 0.016882,-0.102962, -0.439094, -0.004805,-0.161433, -0.858281, -0.059797,-0.227555, -0.933042, 0.133200
0.042240, -0.018516, 0.013716,0.042240, -0.018516, 0.013716,0.061301, 0.256291, -0.015966,0.080363, 0.531098, -0.045647,0.086685, 0.741603, 0.000396,0.080465, 0.722769, 0.033417,0.080363, 0.531098, -0.045647,0.260019, 0.516254, -0.049380,0.293405, 0.220193, -0.034724,0.167612, 0.041642, 0.107288,0.080363, 0.531098, -0.045647,-0.099279, 0.546114, -0.041933,-0.179375, 0.263069, -0.018680,-0.068373, 0.065156, 0.126682,0.042240, -0.018516, 0.013716,0.147884, -0.025717, 0.010655,0.042240, -0.018516, 0.013716,-0.063404, -0.011315, 0.016777,0.148129, -0.018516, 0.010648,0.139455, -0.441436, -0.031770,0.154246, -0.848186, -0.065311,0.222694, -0.922444, 0.116616,-0.063649, -0.018516, 0.016784,-0.102882, -0.439109, -0.004905,-0.160942, -0.858345, -0.059959,-0.227290, -0.932869, 0.133052
0.042382, -0.018602, 0.013829,0.042382, -0.018602, 0.013829,0.061493, 0.256200, -0.015868,0.080605, 0.531002, -0.045564,0.086884, 0.741470, 0.000650,0.080534, 0.722568, 0.033607,0.080605, 0.531002, -0.045564,0.260277, 0.516236, -0.048798,0.293378, 0.220107, -0.034916,0.167430, 0.041581, 0.106991,0.080605, 0.531002, -0.045564,-0.099054, 0.545939, -0.042348,-0.179592, 0.263059, -0.018610,-0.068533, 0.065066, 0.126596,0.042382, -0.018602, 0.013829,0.148030, -0.025825, 0.010969,0.042382, -0.018602, 0.013829,-0.063266, -0.011379, 0.016689,0.148276, -0.018602, 0.010962,0.139554, -0.441490, -0.031762,0.154176, -0.848242, -0.065352,0.222707, -0.922840, 0.116405,-0.063512, -0.018602, 0.016696,-0.102789, -0.439192, -0.004984,-0.160539, -0.858466, -0.060073,-0.227067, -0.932787, 0.132954
0.042535, -0.018594, 0.013973,0.042535, -0.018594, 0.013973,0.061660, 0.256204, -0.015754,0.080786, 0.531002, -0.045481,0.087037, 0.741460, 0.000781,0.080629, 0.722464, 0.033673,0.080786, 0.531002, -0.045481,0.260470, 0.516288, -0.048282,0.293307, 0.220096, -0.035124,0.167236, 0.041529, 0.106622,0.080786, 0.531002, -0.045481,-0.098884, 0.545886, -0.042698,-0.179741, 0.263125, -0.018636,-0.068813, 0.065102, 0.126632,0.042535, -0.018594, 0.013973,0.148190, -0.025797, 0.011332,0.042535, -0.018594, 0.013973,-0.063120, -0.011392, 0.016614,0.148435, -0.018594, 0.011325,0.139573, -0.441449, -0.031696,0.154115, -0.848198, -0.065350,0.222680, -0.923025, 0.116300,-0.063365, -0.018594, 0.016621,-0.102747, -0.439176, -0.005026,-0.160192, -0.858491, -0.060123,-0.226857, -0.932636, 0.132924
0.042672, -0.018501, 0.014119,0.042672, -0.018501, 0.014119,0.061781, 0.256292, -0.015661,0.080889, 0.531086, -0.045440,0.087161, 0.741549, 0.000799,0.080715, 0.722461, 0.033630,0.080889, 0.531086, -0.045440,0.260579, 0.516389, -0.047945,0.293209, 0.220146, -0.035433,0.167003, 0.041511, 0.106108,0.080889, 0.531086, -0.045440,-0.098786, 0.545953, -0.042953,-0.179864, 0.263267, -0.018750,-0.069146, 0.065268, 0.126709,0.042672, -0.018501, 0.014119,0.148336, -0.025639, 0.011669,0.042672, -0.018501, 0.014119,-0.062992, -0.011363, 0.016569,0.148577, -0.018501, 0.011663,0.139522, -0.441323, -0.031646,0.154073, -0.848069, -0.065334,0.222656, -0.923060, 0.116241,-0.063233, -0.018501, 0.016575,-0.102749, -0.439071, -0.005062,-0.159896, -0.858428, -0.060144,-0.226670, -0.932410, 0.132929
0.042787, -0.018441, 0.014245,0.042787, -0.018441, 0.014245,0.061856, 0.256349, -0.015589,0.080926, 0.531139, -0.045422,0.087293, 0.741611, 0.000765,0.080806, 0.722442, 0.033541,0.080926, 0.531139, -0.045422,0.260618, 0.516444, -0.047752,0.293117, 0.220166, -0.035735,0.166760, 0.041530, 0.105668,0.080926, 0.531139, -0.045422,-0.098752, 0.546005, -0.043111,-0.179992, 0.263369, -0.018878,-0.069455, 0.065398, 0.126758,0.042787, -0.018441, 0.014245,0.148459, -0.025507, 0.011940,0.042787, -0.018441, 0.014245,-0.062885, -0.011375, 0.016551,0.148695, -0.018441, 0.011934,0.139471, -0.441233, -0.031633,0.154055, -0.847977, -0.065326,0.222648, -0.923089, 0.116195,-0.063121, -0.018441, 0.016556,-0.102748, -0.438998, -0.005114,-0.159654, -0.858392, -0.060175,-0.226524, -0.932205, 0.132928
