pelvis_x,pelvis_y,pelvis_z,spine_x,spine_y,spine_z,spine.001_x,spine.001_y,spine.001_z,neck_x,neck_y,neck_z,face_x,face_y,face_z,face_EndSite_x,face_EndSite_y,face_EndSite_z,shoulder.L_x,shoulder.L_y,shoulder.L_z,upper_arm.L_x,upper_arm.L_y,upper_arm.L_z,forearm.L_x,forearm.L_y,forearm.L_z,forearm.L_EndSite_x,forearm.L_EndSite_y,forearm.L_EndSite_z,shoulder.R_x,shoulder.R_y,shoulder.R_z,upper_arm.R_x,upper_arm.R_y,upper_arm.R_z,forearm.R_x,forearm.R_y,forearm.R_z,forearm.R_EndSite_x,forearm.R_EndSite_y,forearm.R_EndSite_z,pelvis.L_x,pelvis.L_y,pelvis.L_z,pelvis.L_EndSite_x,pelvis.L_EndSite_y,pelvis.L_EndSite_z,pelvis.R_x,pelvis.R_y,pelvis.R_z,pelvis.R_EndSite_x,pelvis.R_EndSite_y,pelvis.R_EndSite_z,thigh.L_x,thigh.L_y,thigh.L_z,shin.L_x,shin.L_y,shin.L_z,foot.L_x,foot.L_y,foot.L_z,foot.L_EndSite_x,foot.L_EndSite_y,foot.L_EndSite_z,thigh.R_x,thigh.R_y,thigh.R_z,shin.R_x,shin.R_y,shin.R_z,foot.R_x,foot.R_y,foot.R_z,foot.R_EndSite_x,foot.R_EndSite_y,foot.R_EndSite_z
0.000707, -0.016356, 0.024974,0.000707, -0.016356, 0.024974,-0.007700, 0.231093, 0.018558,-0.016108, 0.478541, 0.012141,-0.011325, 0.658543, 0.022702,-0.000837, 0.643458, 0.048265,-0.016108, 0.478541, 0.012141,0.131113, 0.482685, 0.010499,0.136796, 0.310605, 0.195010,-0.083268, 0.325683, 0.153718,-0.016108, 0.478541, 0.012141,-0.163332, 0.474535, 0.013780,-0.179562, 0.274892, 0.121975,0.035939, 0.278997, 0.162292,0.000707, -0.016356, 0.024974,0.102248, -0.015135, 0.028172,0.000707, -0.016356, 0.024974,-0.100834, -0.017577, 0.021776,0.102256, -0.016356, 0.028172,0.089030, -0.357549, -0.010023,0.088751, -0.631599, -0.044904,0.115061, -0.684950, 0.097472,-0.100842, -0.016356, 0.021776,-0.101473, -0.357360, -0.007324,-0.082314, -0.632174, -0.059945,-0.124657, -0.684809, 0.087672
0.001246, -0.016390, 0.024696,0.001246, -0.016390, 0.024696,-0.007040, 0.231065, 0.018366,-0.015326, 0.478519, 0.012035,-0.010492, 0.658501, 0.022916,0.000042, 0.643403, 0.048452,-0.015326, 0.478519, 0.012035,0.131903, 0.482515, 0.010831,0.137981, 0.310338, 0.195240,-0.082085, 0.325078, 0.153836,-0.015326, 0.478519, 0.012035,-0.162559, 0.474661, 0.013236,-0.178540, 0.275421, 0.122207,0.037033, 0.279518, 0.162143,0.001246, -0.016390, 0.024696,0.102791, -0.015197, 0.027775,0.001246, -0.016390, 0.024696,-0.100299, -0.017583, 0.021617,0.102798, -0.016390, 0.027775,0.089678, -0.357620, -0.010122,0.089106, -0.631682, -0.044900,0.115167, -0.684898, 0.097573,-0.100306, -0.016390, 0.021617,-0.101070, -0.357474, -0.006526,-0.082280, -0.632195, -0.059762,-0.124752, -0.685099, 0.087722
0.001916, -0.016256, 0.024673,0.001916, -0.016256, 0.024673,-0.006330, 0.231200, 0.018348,-0.014577, 0.478656, 0.012024,-0.009604, 0.658612, 0.023280,0.000984, 0.643496, 0.048783,-0.014577, 0.478656, 0.012024,0.132660, 0.482486, 0.011316,0.138885, 0.310221, 0.195638,-0.081174, 0.324654, 0.154090,-0.014577, 0.478656, 0.012024,-0.161817, 0.474965, 0.012728,-0.177304, 0.276093, 0.122440,0.038308, 0.280077, 0.162173,0.001916, -0.016256, 0.024673,0.103460, -0.015081, 0.027816,0.001916, -0.016256, 0.024673,-0.099628, -0.017431, 0.021530,0.103466, -0.016256, 0.027816,0.090287, -0.357498, -0.009958,0.089297, -0.631544, -0.044849,0.115124, -0.684672, 0.097699,-0.099634, -0.016256, 0.021530,-0.100714, -0.357396, -0.005911,-0.082298, -0.632055, -0.059595,-0.124816, -0.685130, 0.087813
0.002677, -0.015999, 0.024857,0.002677, -0.015999, 0.024857,-0.005567, 0.231456, 0.018475,-0.013811, 0.478911, 0.012093,-0.008715, 0.658838, 0.023738,0.001885, 0.643680, 0.049212,-0.013811, 0.478911, 0.012093,0.133432, 0.482552, 0.011973,0.139420, 0.310228, 0.196248,-0.080646, 0.324378, 0.154637,-0.013811, 0.478911, 0.012093,-0.161057, 0.475408, 0.012209,-0.176726, 0.276410, 0.121668,0.038729, 0.280014, 0.162282,0.002677, -0.015999, 0.024857,0.104218, -0.014855, 0.028083,0.002677, -0.015999, 0.024857,-0.098864, -0.017143, 0.021631,0.104225, -0.015999, 0.028083,0.090954, -0.357250, -0.009571,0.089415, -0.631254, -0.044782,0.115020, -0.684343, 0.097821,-0.098871, -0.015999, 0.021631,-0.100377, -0.357175, -0.005349,-0.082405, -0.631780, -0.059456,-0.124913, -0.684934, 0.087927
0.003480, -0.015723, 0.025168,0.003480, -0.015723, 0.025168,-0.004749, 0.231729, 0.018669,-0.012978, 0.479181, 0.012170,-0.007953, 0.659087, 0.024175,0.002593, 0.643858, 0.049628,-0.012978, 0.479181, 0.012170,0.134268, 0.482654, 0.012591,0.139775, 0.310256, 0.196811,-0.080362, 0.324129, 0.155486,-0.012978, 0.479181, 0.012170,-0.160228, 0.475847, 0.011745,-0.176574, 0.276370, 0.120228,0.038564, 0.279409, 0.162533,0.003480, -0.015723, 0.025168,0.105021, -0.014614, 0.028411,0.003480, -0.015723, 0.025168,-0.098061, -0.016832, 0.021925,0.105027, -0.015723, 0.028411,0.091639, -0.356982, -0.009134,0.089507, -0.630934, -0.044706,0.114944, -0.684008, 0.097932,-0.098067, -0.015723, 0.021925,-0.099981, -0.356922, -0.004728,-0.082567, -0.631465, -0.059334,-0.125011, -0.684620, 0.088067
0.004409, -0.015528, 0.025686,0.004409, -0.015528, 0.025686,-0.003811, 0.231918, 0.018928,-0.012031, 0.479363, 0.012169,-0.007393, 0.659260, 0.024460,0.003056, 0.643953, 0.049907,-0.012031, 0.479363, 0.012169,0.135217, 0.482748, 0.012908,0.140205, 0.310290, 0.197086,-0.080070, 0.323910, 0.156418,-0.012031, 0.479363, 0.012169,-0.159281, 0.476116, 0.011426,-0.175308, 0.276486, 0.119675,0.039581, 0.279191, 0.163246,0.004409, -0.015528, 0.025686,0.105948, -0.014429, 0.028997,0.004409, -0.015528, 0.025686,-0.097130, -0.016627, 0.022375,0.105954, -0.015528, 0.028997,0.092252, -0.356759, -0.008687,0.089547, -0.630661, -0.044606,0.114896, -0.683740, 0.098046,-0.097136, -0.015528, 0.022375,-0.099534, -0.356738, -0.004096,-0.082697, -0.631213, -0.059222,-0.125017, -0.684292, 0.088242
0.005565, -0.015442, 0.026566,0.005565, -0.015442, 0.026566,-0.002692, 0.231989, 0.019319,-0.010950, 0.479419, 0.012072,-0.006988, 0.659320, 0.024535,0.003361, 0.643958, 0.049990,-0.010950, 0.479419, 0.012072,0.136296, 0.482840, 0.012903,0.140700, 0.310422, 0.197135,-0.079713, 0.323840, 0.157151,-0.010950, 0.479419, 0.012072,-0.158199, 0.476136, 0.011237,-0.171988, 0.277034, 0.120758,0.042860, 0.279942, 0.164522,0.005565, -0.015442, 0.026566,0.107094, -0.014300, 0.030148,0.005565, -0.015442, 0.026566,-0.095964, -0.016584, 0.022984,0.107101, -0.015442, 0.030149,0.092790, -0.356585, -0.008105,0.089481, -0.630419, -0.044490,0.114799, -0.683542, 0.098151,-0.095971, -0.015442, 0.022983,-0.099098, -0.356644, -0.003520,-0.082731, -0.631054, -0.059105,-0.124946, -0.684048, 0.088420
0.006849, -0.015382, 0.027729,0.006849, -0.015382, 0.027729,-0.001477, 0.232027, 0.019841,-0.009804, 0.479435, 0.011953,-0.006643, 0.659351, 0.024429,0.003632, 0.643952, 0.049891,-0.009804, 0.479435, 0.011953,0.137439, 0.483013, 0.012788,0.141080, 0.310764, 0.197193,-0.079400, 0.323984, 0.157515,-0.009804, 0.479435, 0.011953,-0.157049, 0.475996, 0.011115,-0.167810, 0.277674, 0.122378,0.047100, 0.281206, 0.165791,0.006849, -0.015382, 0.027729,0.108362, -0.014163, 0.031724,0.006849, -0.015382, 0.027729,-0.094664, -0.016601, 0.023734,0.108369, -0.015382, 0.031724,0.093303, -0.356397, -0.007366,0.089302, -0.630134, -0.044405,0.114615, -0.683358, 0.098200,-0.094671, -0.015382, 0.023734,-0.098652, -0.356561, -0.002947,-0.082691, -0.630911, -0.058947,-0.124965, -0.683948, 0.088546
0.008008, -0.015202, 0.028846,0.008008, -0.015202, 0.028846,-0.000352, 0.232186, 0.020379,-0.008712, 0.479575, 0.011912,-0.006311, 0.659514, 0.024216,0.003932, 0.644080, 0.049670,-0.008712, 0.479575, 0.011912,0.138524, 0.483391, 0.012760,0.141386, 0.311362, 0.197385,-0.079091, 0.324302, 0.157596,-0.008712, 0.479575, 0.011912,-0.155952, 0.475897, 0.011059,-0.165012, 0.277810, 0.122890,0.049853, 0.282026, 0.166464,0.008008, -0.015202, 0.028846,0.109506, -0.013928, 0.033187,0.008008, -0.015202, 0.028846,-0.093490, -0.016476, 0.024505,0.109514, -0.015202, 0.033187,0.093802, -0.356106, -0.006612,0.089081, -0.629733, -0.044372,0.114410, -0.683090, 0.098180,-0.093498, -0.015202, 0.024505,-0.098073, -0.356368, -0.002253,-0.082647, -0.630655, -0.058708,-0.125172, -0.683902, 0.088637
0.008898, -0.014876, 0.029647,0.008898, -0.014876, 0.029647,0.000581, 0.232500, 0.020787,-0.007735, 0.479876, 0.011926,-0.005967, 0.659843, 0.023923,0.004267, 0.644373, 0.049358,-0.007735, 0.479876, 0.011926,0.139494, 0.483947, 0.012771,0.141912, 0.312129, 0.197598,-0.078550, 0.324743, 0.157624,-0.007735, 0.479876, 0.011926,-0.154968, 0.475943, 0.011077,-0.164518, 0.277201, 0.121699,0.050079, 0.281933, 0.166521,0.008898, -0.014876, 0.029647,0.110390, -0.013608, 0.034141,0.008898, -0.014876, 0.029647,-0.092594, -0.016144, 0.025153,0.110398, -0.014876, 0.034141,0.094277, -0.355721, -0.005997,0.088925, -0.629251, -0.044372,0.114306, -0.682719, 0.098129,-0.092602, -0.014876, 0.025153,-0.097319, -0.356054, -0.001420,-0.082661, -0.630271, -0.058421,-0.125446, -0.683704, 0.088781
