pelvis_x,pelvis_y,pelvis_z,spine_x,spine_y,spine_z,spine.001_x,spine.001_y,spine.001_z,neck_x,neck_y,neck_z,face_x,face_y,face_z,face_EndSite_x,face_EndSite_y,face_EndSite_z,shoulder.L_x,shoulder.L_y,shoulder.L_z,upper_arm.L_x,upper_arm.L_y,upper_arm.L_z,forearm.L_x,forearm.L_y,forearm.L_z,forearm.L_EndSite_x,forearm.L_EndSite_y,forearm.L_EndSite_z,shoulder.R_x,shoulder.R_y,shoulder.R_z,upper_arm.R_x,upper_arm.R_y,upper_arm.R_z,forearm.R_x,forearm.R_y,forearm.R_z,forearm.R_EndSite_x,forearm.R_EndSite_y,forearm.R_EndSite_z,pelvis.L_x,pelvis.L_y,pelvis.L_z,pelvis.L_EndSite_x,pelvis.L_EndSite_y,pelvis.L_EndSite_z,pelvis.R_x,pelvis.R_y,pelvis.R_z,pelvis.R_EndSite_x,pelvis.R_EndSite_y,pelvis.R_EndSite_z,thigh.L_x,thigh.L_y,thigh.L_z,shin.L_x,shin.L_y,shin.L_z,foot.L_x,foot.L_y,foot.L_z,foot.L_EndSite_x,foot.L_EndSite_y,foot.L_EndSite_z,thigh.R_x,thigh.R_y,thigh.R_z,shin.R_x,shin.R_y,shin.R_z,foot.R_x,foot.R_y,foot.R_z,foot.R_EndSite_x,foot.R_EndSite_y,foot.R_EndSite_z
0.061042, -0.022097, 0.064985,0.061042, -0.022097, 0.064985,0.069304, 0.281796, 0.024376,0.077566, 0.585688, -0.016234,0.105898, 0.812215, 0.056068,0.112466, 0.790041, 0.082760,0.077566, 0.585688, -0.016234,0.268219, 0.582230, -0.027459,0.306092, 0.260400, -0.025506,0.268747, 0.014961, 0.070062,0.077566, 0.585688, -0.016234,-0.113084, 0.589326, -0.005034,-0.177590, 0.279432, 0.013570,-0.149533, 0.016365, 0.099835,0.061042, -0.022097, 0.064985,0.176917, -0.025767, 0.064449,0.061042, -0.022097, 0.064985,-0.054833, -0.018427, 0.065521,0.176975, -0.022097, 0.064448,0.166962, -0.447402, 0.005613,0.170321, -0.862656, -0.065041,0.204589, -0.944799, 0.123003,-0.054891, -0.022097, 0.065522,-0.084910, -0.438631, 0.007234,-0.148575, -0.858681, -0.064864,-0.206543, -0.935376, 0.129283
0.063350, -0.019869, 0.065470,0.063350, -0.019869, 0.065470,0.070374, 0.283962, 0.024170,0.077398, 0.587792, -0.017129,0.105249, 0.814513, 0.054751,0.111779, 0.792333, 0.081447,0.077398, 0.587792, -0.017129,0.268008, 0.582167, -0.028192,0.309092, 0.260823, -0.020239,0.268909, 0.014792, 0.072617,0.077398, 0.587792, -0.017129,-0.113209, 0.593598, -0.006090,-0.177813, 0.283830, 0.014192,-0.152562, 0.020115, 0.099340,0.063350, -0.019869, 0.065470,0.179251, -0.022629, 0.065517,0.063350, -0.019869, 0.065470,-0.052551, -0.017110, 0.065423,0.179284, -0.019869, 0.065517,0.165233, -0.444663, 0.003885,0.169874, -0.860100, -0.065612,0.204167, -0.940794, 0.123054,-0.052584, -0.019869, 0.065423,-0.084351, -0.436354, 0.007716,-0.148001, -0.856303, -0.064978,-0.207517, -0.933130, 0.128648
0.064786, -0.018495, 0.065492,0.064786, -0.018495, 0.065492,0.070764, 0.285315, 0.023873,0.076741, 0.589124, -0.017747,0.104690, 0.815842, 0.054102,0.111242, 0.793668, 0.080798,0.076741, 0.589124, -0.017747,0.267290, 0.581949, -0.028977,0.310374, 0.260979, -0.017352,0.268615, 0.014658, 0.074029,0.076741, 0.589124, -0.017747,-0.113802, 0.596478, -0.006542,-0.177764, 0.286633, 0.014575,-0.155024, 0.022546, 0.099275,0.064786, -0.018495, 0.065492,0.180698, -0.020712, 0.065834,0.064786, -0.018495, 0.065492,-0.051126, -0.016278, 0.065150,0.180719, -0.018495, 0.065834,0.163765, -0.442947, 0.002594,0.169408, -0.858522, -0.065992,0.203533, -0.937750, 0.123325,-0.051147, -0.018495, 0.065150,-0.083974, -0.434963, 0.007915,-0.147544, -0.854864, -0.065124,-0.208201, -0.931767, 0.128117
0.065147, -0.018125, 0.065187,0.065147, -0.018125, 0.065187,0.070370, 0.285693, 0.023529,0.075594, 0.589511, -0.018130,0.104198, 0.816027, 0.054098,0.110836, 0.793873, 0.080789,0.075594, 0.589511, -0.018130,0.266071, 0.581416, -0.029922,0.309892, 0.260587, -0.017212,0.267656, 0.014227, 0.073843,0.075594, 0.589511, -0.018130,-0.114878, 0.597785, -0.006363,-0.177450, 0.287657, 0.014764,-0.156587, 0.023430, 0.099513,0.065147, -0.018125, 0.065187,0.181062, -0.020224, 0.065504,0.065147, -0.018125, 0.065187,-0.050768, -0.016026, 0.064869,0.181081, -0.018125, 0.065505,0.162506, -0.442395, 0.001505,0.168893, -0.858071, -0.066406,0.202824, -0.935902, 0.123524,-0.050787, -0.018125, 0.064869,-0.083873, -0.434600, 0.007837,-0.147297, -0.854504, -0.065313,-0.208464, -0.931260, 0.127826
0.064811, -0.018333, 0.065045,0.064811, -0.018333, 0.065045,0.069576, 0.285481, 0.023304,0.074342, 0.589295, -0.018437,0.103675, 0.815585, 0.054207,0.110389, 0.793455, 0.080899,0.074342, 0.589295, -0.018437,0.264748, 0.580581, -0.030926,0.308815, 0.259780, -0.018373,0.266273, 0.013460, 0.072650,0.074342, 0.589295, -0.018437,-0.116057, 0.598189, -0.005973,-0.177186, 0.287767, 0.015057,-0.157278, 0.023442, 0.099729,0.064811, -0.018333, 0.065045,0.180724, -0.020532, 0.065244,0.064811, -0.018333, 0.065045,-0.051102, -0.016134, 0.064846,0.180745, -0.018333, 0.065244,0.161322, -0.442409, 0.000219,0.168448, -0.858174, -0.067072,0.202390, -0.934787, 0.123350,-0.051123, -0.018333, 0.064846,-0.084015, -0.434803, 0.007665,-0.147263, -0.854725, -0.065538,-0.208409, -0.931080, 0.127767
0.064215, -0.018664, 0.065246,0.064215, -0.018664, 0.065246,0.068770, 0.285124, 0.023293,0.073325, 0.588913, -0.018659,0.103079, 0.815117, 0.054079,0.109770, 0.793007, 0.080793,0.073325, 0.588913, -0.018659,0.263676, 0.579752, -0.031657,0.307958, 0.258972, -0.019313,0.265257, 0.012787, 0.071998,0.073325, 0.588913, -0.018659,-0.117019, 0.598253, -0.005686,-0.177313, 0.287685, 0.015612,-0.157507, 0.023210, 0.099838,0.064215, -0.018664, 0.065246,0.180126, -0.020962, 0.065462,0.064215, -0.018664, 0.065246,-0.051696, -0.016366, 0.065030,0.180149, -0.018664, 0.065462,0.160106, -0.442452, -0.001232,0.168223, -0.858312, -0.067815,0.202303, -0.933940, 0.122976,-0.051719, -0.018664, 0.065030,-0.084309, -0.435110, 0.007500,-0.147367, -0.855042, -0.065804,-0.208356, -0.931038, 0.127691
0.063583, -0.018883, 0.065583,0.063583, -0.018883, 0.065583,0.068026, 0.284876, 0.023409,0.072468, 0.588636, -0.018765,0.102380, 0.814877, 0.053793,0.108951, 0.792774, 0.080543,0.072468, 0.588636, -0.018765,0.262795, 0.579283, -0.031988,0.307006, 0.258503, -0.019421,0.265079, 0.012650, 0.073137,0.072468, 0.588636, -0.018765,-0.117851, 0.598167, -0.005567,-0.177969, 0.287596, 0.016169,-0.157832, 0.022988, 0.099897,0.063583, -0.018883, 0.065583,0.179493, -0.021180, 0.066031,0.063583, -0.018883, 0.065583,-0.052327, -0.016586, 0.065135,0.179516, -0.018883, 0.066031,0.158775, -0.442347, -0.002480,0.168194, -0.858303, -0.068294,0.202371, -0.933186, 0.122773,-0.052350, -0.018883, 0.065135,-0.084663, -0.435314, 0.007341,-0.147506, -0.855248, -0.066141,-0.208559, -0.931214, 0.127346
0.062982, -0.018895, 0.065952,0.062982, -0.018895, 0.065952,0.067184, 0.284836, 0.023549,0.071385, 0.588567, -0.018855,0.101474, 0.814838, 0.053538,0.107907, 0.792720, 0.080310,0.071385, 0.588567, -0.018855,0.261710, 0.579238, -0.032111,0.305276, 0.258407, -0.018592,0.265202, 0.012954, 0.075827,0.071385, 0.588567, -0.018855,-0.118933, 0.598075, -0.005624,-0.179060, 0.287515, 0.016252,-0.158618, 0.022886, 0.099841,0.062982, -0.018895, 0.065952,0.178892, -0.021086, 0.066842,0.062982, -0.018895, 0.065952,-0.052928, -0.016704, 0.065062,0.178913, -0.018895, 0.066842,0.157293, -0.442060, -0.003230,0.168141, -0.858070, -0.068475,0.202402, -0.932411, 0.122790,-0.052949, -0.018895, 0.065062,-0.084997, -0.435338, 0.007209,-0.147568, -0.855265, -0.066545,-0.208925, -0.931467, 0.126753
0.062415, -0.018692, 0.066516,0.062415, -0.018692, 0.066516,0.066114, 0.284993, 0.023736,0.069814, 0.588677, -0.019044,0.100270, 0.814902, 0.053339,0.106585, 0.792754, 0.080114,0.069814, 0.588677, -0.019044,0.260143, 0.579402, -0.032278,0.302784, 0.258529, -0.016944,0.264717, 0.013195, 0.078609,0.069814, 0.588677, -0.019044,-0.120509, 0.598131, -0.005836,-0.180343, 0.287491, 0.015696,-0.159876, 0.022957, 0.099580,0.062415, -0.018692, 0.066516,0.178322, -0.020718, 0.067991,0.062415, -0.018692, 0.066516,-0.053492, -0.016666, 0.065041,0.178340, -0.018692, 0.067991,0.155776, -0.441586, -0.003403,0.167886, -0.857571, -0.068591,0.202301, -0.931491, 0.122809,-0.053510, -0.018692, 0.065041,-0.085298, -0.435147, 0.007131,-0.147498, -0.855066, -0.066981,-0.209122, -0.931468, 0.126153
0.061842, -0.018397, 0.067327,0.061842, -0.018397, 0.067327,0.064868, 0.285212, 0.023962,0.067894, 0.588821, -0.019403,0.098783, 0.814945, 0.053113,0.104966, 0.792764, 0.079891,0.067894, 0.588821, -0.019403,0.258213, 0.579548, -0.032779,0.300245, 0.258709, -0.015216,0.263355, 0.013099, 0.080089,0.067894, 0.588821, -0.019403,-0.122419, 0.598273, -0.006053,-0.181519, 0.287453, 0.014903,-0.161377, 0.023013, 0.099161,0.061842, -0.018397, 0.067327,0.177744, -0.020282, 0.069302,0.061842, -0.018397, 0.067327,-0.054060, -0.016512, 0.065352,0.177759, -0.018397, 0.069302,0.154433, -0.441071, -0.003141,0.167498, -0.856957, -0.068775,0.202068, -0.930534, 0.122729,-0.054075, -0.018397, 0.065352,-0.085637, -0.434811, 0.007028,-0.147385, -0.854730, -0.067462,-0.209006, -0.931080, 0.125694
